FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE
2,3,2,4,4,4,4,1,1,2,2,1,3,5,0,5,1,5,0,4,1,604.9
3,5,3,10,6,10,2,3,1,9,6,10,5,6,0,2,2,7,3,2,4,698.7
5,5,10,3,3,2,3,0,1,5,5,6,2,7,6,2,2,1,4,4,2,643.7
2,4,3,5,2,5,5,1,2,2,3,6,5,8,10,4,2,4,6,6,1,621.8
5,3,5,6,5,6,3,2,1,7,4,4,2,8,3,2,2,4,2,7,3,675.8
5,3,4,10,10,10,5,5,1,7,4,5,10,7,2,1,1,5,8,6,3,720
2,1,10,8,3,7,4,0,2,7,3,6,4,8,0,5,2,10,0,7,4,672.8
1,5,2,3,3,9,4,2,1,7,3,10,5,5,4,7,1,3,1,2,2,618.6
3,3,3,5,2,2,5,1,1,1,1,8,0,7,10,1,2,10,1,10,4,642.4
5,4,5,8,10,3,4,5,1,4,2,10,1,7,10,0,2,10,2,10,3,697.2
1,2,7,5,10,7,8,5,1,8,8,8,3,6,10,1,2,10,7,7,3,718.7
0,1,0,2,0,2,2,0,1,6,0,1,5,5,6,1,2,0,0,1,1,587.9
1,2,1,5,10,10,4,5,2,4,1,2,5,7,0,2,1,6,2,5,3,644.6
5,1,2,1,2,3,2,1,1,0,1,2,10,9,0,2,1,1,2,8,1,633.1
3,3,2,4,5,5,2,1,1,6,1,10,1,5,2,2,2,6,3,0,1,645.8
2,4,2,10,5,10,1,2,2,5,2,3,5,8,0,10,2,10,5,2,4,645
4,2,4,8,6,6,5,2,1,5,7,8,9,7,3,3,2,7,3,4,1,701.9
5,1,10,9,3,9,5,5,1,8,4,5,1,8,0,0,2,8,4,4,3,727
4,4,8,5,10,8,6,3,2,6,2,5,5,7,0,3,2,10,6,7,4,696.2
1,2,8,5,8,8,6,5,2,0,5,7,3,6,0,0,2,9,8,7,3,696.4
2,3,4,10,7,5,5,2,2,8,4,3,2,6,0,6,2,5,3,6,2,654.8
2,4,10,2,2,10,5,1,2,10,1,6,2,6,0,0,2,10,0,7,3,663.9
2,4,10,9,10,10,3,5,2,8,9,8,3,7,0,5,2,7,6,9,2,717.2
2,3,3,8,1,10,4,0,2,8,2,5,6,7,4,8,2,8,0,7,2,640.1
4,2,5,5,4,8,3,0,1,7,2,3,2,7,0,2,2,3,2,6,2,663.5
4,2,5,5,4,8,3,0,1,7,2,3,2,7,0,2,2,3,2,6,2,663.5
4,3,4,4,6,10,3,0,2,3,1,10,0,9,0,7,2,2,1,7,2,641.5
3,4,5,4,5,10,5,3,2,5,7,5,6,7,0,0,2,10,5,5,4,687.7
4,5,1,4,3,2,0,5,1,5,2,3,8,8,9,4,2,10,1,2,3,638.2
1,5,4,3,0,4,1,0,1,4,1,8,4,6,0,0,1,3,2,3,2,606.5
1,2,4,8,1,5,0,2,1,2,3,6,3,8,0,0,1,2,4,8,2,642.2
2,5,1,4,0,10,0,5,2,5,1,2,0,10,10,10,1,5,2,10,2,587.4
3,4,3,7,2,7,2,3,1,2,1,3,10,8,5,0,2,10,1,3,4,662
1,2,10,6,10,10,5,5,2,7,2,5,10,8,2,2,2,10,1,8,3,710
2,2,3,3,2,4,2,1,1,5,2,6,1,6,7,2,2,2,1,2,3,618
2,3,10,10,2,10,6,3,1,1,1,10,1,6,0,2,2,0,3,10,1,686.8
5,2,5,4,3,6,1,0,1,6,0,6,0,7,0,1,2,1,1,6,2,650.5
2,2,2,7,7,10,5,2,1,2,5,9,1,7,3,2,2,7,8,5,2,690.2
1,4,0,1,0,1,1,0,2,1,0,4,0,5,8,5,1,0,0,4,2,525.6
4,3,5,4,7,2,7,5,1,7,5,8,7,8,0,5,2,7,5,10,2,715.7
1,1,1,4,1,10,3,5,2,8,2,5,2,7,10,3,2,10,2,6,2,645.2
5,2,10,1,5,7,3,1,1,3,1,5,5,8,10,2,2,3,5,10,3,669.2
3,2,10,10,10,10,10,5,2,5,5,5,10,7,0,1,2,7,8,10,4,747.2
5,5,5,5,5,2,2,5,1,10,1,10,2,6,0,1,2,10,1,10,3,697
5,2,10,10,5,6,10,1,1,9,2,3,2,8,0,1,2,10,2,10,2,723.2
3,5,5,4,10,8,1,5,2,9,3,5,5,6,10,5,2,10,9,7,4,670.5
4,2,7,4,6,4,3,0,1,9,8,4,5,7,10,3,1,8,10,10,1,675.6
2,4,3,2,6,3,2,2,1,4,0,4,3,6,5,4,1,3,1,1,2,595.5
1,1,6,6,10,4,3,0,1,8,2,10,10,9,6,2,2,2,8,6,2,694.2
4,3,6,3,3,4,4,5,1,5,2,3,5,7,5,2,2,10,2,2,4,666.9
4,4,10,6,5,10,10,5,1,7,3,3,10,8,0,1,2,10,6,10,4,745.3
3,4,0,2,7,3,2,0,2,9,1,10,0,8,10,5,1,5,1,5,3,592
0,0,10,10,10,1,2,5,2,5,4,1,10,4,10,10,1,3,8,9,3,642.1
3,5,10,9,10,10,3,5,2,5,1,6,6,7,10,4,2,10,5,10,4,689.6
3,4,10,8,10,10,5,5,2,6,2,6,6,7,10,3,2,10,7,3,4,691.3
1,3,10,10,10,10,10,3,1,8,0,6,2,7,3,10,2,10,1,5,2,696.4
2,5,3,2,5,5,2,5,1,9,3,10,3,6,10,0,2,5,10,10,4,678.3
3,4,2,10,4,10,8,2,1,5,8,4,5,7,0,1,1,10,6,7,1,694.3
3,4,2,10,4,10,6,2,1,5,8,4,5,7,0,1,1,10,3,7,1,685.8
1,2,1,10,6,5,3,2,2,7,1,3,4,7,0,1,2,10,2,6,4,658.4
3,1,8,10,10,10,4,3,1,9,3,3,2,7,0,1,2,2,5,5,2,711.1
4,2,10,7,7,10,5,5,2,10,2,4,10,6,0,3,2,7,4,6,3,714.5
2,4,7,6,10,1,4,4,1,6,8,5,2,7,0,1,2,10,8,3,2,699.6
3,5,4,4,5,10,6,4,2,5,5,4,0,5,0,7,2,6,2,3,3,641.2
2,3,7,7,4,5,3,0,2,7,5,4,3,8,0,5,2,7,2,5,2,648.6
4,0,3,5,3,5,3,4,1,9,3,8,10,8,0,1,2,10,3,10,4,725.9
3,1,6,10,5,10,5,1,1,8,5,7,5,6,5,2,2,5,5,10,2,710
3,2,5,10,6,10,6,1,1,8,5,7,4,6,5,2,2,5,5,10,2,706.6
3,4,5,5,4,5,4,5,1,7,2,2,4,7,3,8,2,6,3,4,3,656.5
3,3,5,5,10,5,3,5,2,6,1,5,0,6,0,6,2,8,1,9,3,662
2,3,2,5,10,4,10,5,2,4,1,3,1,7,1,3,2,5,2,10,3,661.8
1,5,5,7,8,8,4,3,2,6,6,7,10,7,0,1,2,8,1,4,2,679.6
3,3,7,7,8,10,7,4,2,4,8,4,10,7,8,0,1,5,7,8,2,685.8
4,0,10,10,7,2,9,5,2,3,1,2,0,8,0,0,2,10,0,10,4,699.2
4,1,10,6,9,2,1,5,2,2,0,7,0,8,0,0,2,6,0,10,4,678.1
5,3,6,4,10,10,3,3,2,5,3,7,4,6,4,1,2,2,1,1,4,660.7
3,3,10,10,10,10,4,4,2,1,2,4,5,7,0,3,2,10,6,5,3,697.7
3,2,10,7,10,8,8,5,1,8,5,8,2,8,0,0,2,6,5,10,2,746.3
5,3,6,4,6,10,10,3,1,8,5,10,5,6,10,8,1,10,10,7,1,698.7
5,3,5,4,6,10,10,3,1,8,4,8,3,6,10,7,2,10,6,8,1,701.7
2,2,2,3,0,3,5,5,1,7,5,4,5,9,2,1,1,10,4,3,2,660.7
2,1,5,8,3,6,5,2,2,5,1,10,6,6,10,0,1,4,5,10,1,649.4
5,2,7,10,10,10,8,5,1,5,6,3,5,7,0,3,2,4,6,5,4,731.5
5,5,0,5,5,5,2,5,1,9,7,10,4,5,10,3,1,5,4,10,1,662.8
1,3,3,4,3,5,1,1,2,4,1,6,1,7,1,1,1,4,2,2,1,596.1
3,1,0,1,5,4,3,1,2,2,0,8,1,6,10,1,1,6,0,1,2,584.4
3,5,10,4,5,10,10,1,2,8,2,6,4,5,0,1,2,5,2,10,1,679
4,3,6,5,2,7,8,0,1,7,2,6,1,7,6,4,2,8,3,8,2,669.2
3,2,4,10,8,7,4,3,1,9,3,10,10,7,0,1,2,4,2,7,3,721
4,5,10,7,6,10,4,5,2,8,1,9,10,6,3,5,2,10,10,5,2,710.4
2,1,10,5,4,10,10,0,1,9,3,8,10,8,10,2,2,7,8,7,3,715.7
3,2,4,10,2,2,3,0,1,7,2,7,8,7,0,2,2,10,4,7,3,688.1
2,2,4,10,10,6,7,3,2,3,1,10,0,7,0,5,2,4,2,8,3,671.7
4,2,4,5,5,6,5,0,1,2,1,10,2,7,0,1,2,2,2,3,2,661.5
3,4,5,7,5,10,5,3,2,5,2,7,5,6,0,1,2,3,3,5,2,667.5
3,4,3,10,5,5,2,5,1,8,2,4,2,8,5,0,2,3,2,10,4,677.5
2,3,2,7,1,4,1,2,2,5,1,2,5,9,0,7,2,1,2,7,2,617.8
5,1,10,8,10,10,3,5,1,9,5,2,5,7,5,0,2,3,9,10,4,739.8
3,3,5,6,7,7,8,3,2,7,6,7,10,5,5,4,2,8,3,5,3,684.3
5,5,7,6,5,6,3,5,2,8,5,10,1,7,0,1,2,8,0,0,3,675.1
2,3,10,5,3,10,3,2,2,8,8,10,10,7,0,2,1,2,1,6,3,671.7
1,5,0,2,10,10,0,0,2,1,0,3,3,5,10,10,2,1,1,1,3,561.1
1,2,5,5,6,6,8,0,1,10,4,8,10,6,7,0,2,4,5,9,3,694.9
2,1,4,8,8,5,4,5,2,5,2,4,5,7,0,1,2,9,3,5,3,682.4
2,2,5,5,5,7,6,0,1,10,4,8,10,6,4,0,2,4,4,10,3,700
2,3,3,2,3,5,3,4,2,7,2,2,4,6,0,4,1,10,0,2,3,615.5
3,2,4,10,10,10,2,5,2,6,1,7,5,7,0,2,2,5,10,3,2,700
4,3,10,10,10,7,1,1,1,8,4,5,8,8,10,0,2,3,2,10,2,699.8
1,2,7,5,3,10,8,5,1,5,8,4,9,10,1,2,2,7,6,10,2,728.9
1,2,10,5,10,8,10,1,1,7,6,6,3,6,5,3,2,10,8,5,2,709.8
3,2,5,10,10,10,4,3,2,8,8,6,3,6,3,3,2,5,10,7,2,706.4
3,3,5,7,10,10,3,5,2,7,1,8,1,7,0,3,1,8,4,8,3,676.4
3,2,6,8,6,10,3,5,2,8,3,5,5,7,0,1,2,6,3,5,4,692.8
5,3,10,7,6,5,3,2,1,8,6,6,0,7,5,5,2,10,8,4,4,696.4
4,3,10,10,10,7,10,5,1,10,5,3,9,8,0,3,2,10,7,9,4,762.3
1,3,10,5,10,1,2,1,1,3,2,1,2,8,0,8,1,9,6,3,2,634.4
1,5,1,3,10,10,7,1,1,5,1,5,1,7,5,6,2,4,7,2,2,641.8
0,3,0,1,0,4,0,0,2,2,0,3,0,6,10,3,1,3,0,10,4,546
3,2,5,3,1,10,4,5,1,5,3,6,0,7,0,6,1,4,0,3,2,643.7
1,4,8,6,7,4,6,2,1,6,3,7,4,7,3,3,1,3,4,10,2,660.9
4,1,3,6,8,8,2,5,1,8,2,3,4,8,5,0,2,10,1,10,4,706.2
3,2,3,5,10,10,6,5,2,10,1,4,5,8,0,4,2,5,2,3,3,682.6
3,4,2,6,0,4,2,1,1,8,2,10,0,7,0,9,2,3,1,4,3,632.6
3,2,4,4,1,10,4,4,1,4,2,6,0,7,0,6,1,4,0,4,2,638.6
3,1,4,5,7,10,8,3,1,9,6,8,2,7,0,0,1,7,5,8,2,710.4
2,2,2,3,2,7,2,5,2,7,4,5,5,8,0,1,2,5,2,10,1,667.5
2,2,5,4,4,5,5,2,1,3,1,6,8,6,0,1,2,6,3,10,4,680.9
3,4,10,10,10,10,4,1,1,6,2,10,3,7,0,1,1,5,8,10,2,707.4
2,3,2,7,8,10,6,2,2,7,6,8,2,7,7,4,2,7,1,5,1,661.1
3,2,3,4,1,3,4,2,1,7,1,2,5,7,0,0,2,5,3,7,4,661.6
1,2,10,3,2,8,3,5,1,8,3,7,5,6,0,5,2,5,2,4,3,681.1
3,1,4,10,10,10,5,5,1,4,1,10,5,9,0,2,2,6,3,9,4,731.6
3,2,3,6,3,3,2,3,2,2,1,5,0,7,0,1,2,5,1,10,3,640.1
2,4,2,10,10,10,2,0,1,2,1,1,3,6,7,0,2,5,0,6,1,642.5
3,3,0,10,3,7,2,4,1,6,5,10,3,6,3,0,2,1,0,3,3,668.1
3,4,0,2,0,0,3,1,1,1,0,2,1,2,4,0,1,5,3,1,2,572.2
3,4,0,2,0,2,1,0,1,1,1,2,1,2,2,0,1,5,3,1,2,573.9
3,1,10,10,10,6,3,5,2,7,4,7,0,8,2,0,2,5,2,2,3,693.4
4,3,3,4,4,5,2,5,1,7,1,8,0,7,10,1,1,4,1,5,3,635.6
5,4,0,3,3,2,1,2,1,4,3,2,3,7,0,1,1,2,2,2,4,612.3
4,4,10,3,10,2,0,5,1,3,2,4,2,7,4,2,1,1,1,3,2,634.8
1,4,0,5,4,3,0,0,2,2,0,1,0,4,0,5,1,2,0,0,3,545.2
2,4,0,2,2,10,0,1,2,3,5,1,5,7,0,0,2,5,6,10,4,637.6
0,0,4,5,0,10,1,0,2,9,5,1,1,7,0,1,2,2,0,10,2,637.6
1,3,6,6,6,6,6,3,1,4,5,7,4,7,9,5,2,5,8,6,2,672.8
4,2,10,6,6,8,5,5,2,7,3,5,1,8,0,1,2,10,1,7,3,699.8
5,4,10,3,2,10,4,3,1,7,4,6,4,8,6,2,2,7,2,8,3,691.5
2,4,5,8,7,4,1,0,1,6,1,8,5,7,0,1,1,3,3,3,3,642.4
3,4,2,5,10,7,7,5,1,8,2,7,10,7,2,1,2,10,5,6,4,718.7
5,1,7,3,7,3,2,4,1,0,0,7,0,8,4,7,2,3,1,9,2,657.7
1,3,2,10,2,4,2,0,2,3,1,7,1,2,10,8,1,5,0,0,3,557.9
4,2,7,4,4,5,2,0,2,2,2,3,3,6,0,2,1,10,3,5,1,627.6
5,2,10,10,10,10,9,5,1,8,4,9,5,7,0,2,2,6,1,6,2,749.7
3,5,10,10,3,10,1,2,1,4,3,10,10,8,10,0,1,2,1,8,2,666.8
5,3,10,9,10,10,8,5,2,7,3,10,10,7,0,1,2,1,7,10,3,743.1
5,1,4,3,10,10,3,5,1,10,5,3,2,7,0,2,2,3,10,10,2,726.4
1,2,0,2,3,6,4,2,1,3,8,7,3,8,3,1,1,4,1,2,2,630.5
2,3,4,8,5,3,4,5,1,6,4,8,0,7,0,2,2,10,2,8,3,691.7
4,1,9,9,6,10,5,4,2,9,3,5,3,8,0,5,2,8,3,5,2,703.2
1,2,5,10,8,10,5,5,2,5,4,4,10,5,2,4,2,5,6,6,4,690.5
3,2,2,9,5,9,5,1,1,7,4,3,5,7,6,6,2,7,3,6,2,672
3,2,2,9,5,9,5,1,1,7,4,3,5,7,6,6,2,7,3,6,2,672
2,3,4,6,6,5,4,3,2,3,4,4,4,5,5,6,2,5,7,4,2,637.8
1,2,3,5,4,4,6,2,1,5,6,2,1,4,2,5,1,4,3,5,2,625.3
3,3,10,6,4,10,8,1,1,3,4,4,2,7,4,1,2,8,3,5,1,684.1
3,2,10,10,1,6,1,5,1,5,6,6,0,9,10,4,2,4,5,10,2,684.9
2,1,4,10,8,10,4,1,1,6,4,6,5,8,10,1,2,5,4,10,2,694.9
2,1,2,1,1,0,1,0,1,10,3,5,0,8,7,0,2,2,3,10,2,633.5
2,3,10,5,5,6,2,5,1,4,6,8,5,7,5,5,2,7,8,5,2,693.4
5,3,4,1,0,2,2,0,2,2,0,1,2,8,5,6,2,1,2,10,2,593.6
2,5,1,3,9,10,3,4,2,4,0,3,5,6,5,5,2,10,0,3,2,629.3
5,3,7,7,10,10,9,4,1,6,5,10,7,6,5,10,2,7,8,7,3,727.6
2,4,10,2,6,2,5,0,2,7,4,4,0,9,0,5,1,7,2,10,3,630.1
2,3,10,2,5,2,7,3,2,7,3,3,0,9,0,5,1,7,3,10,3,643.5
3,1,8,4,5,3,2,5,2,3,1,4,1,6,0,1,2,8,0,2,3,648.2
1,2,2,1,1,2,3,4,2,2,1,1,0,8,10,1,1,3,1,10,3,580
3,3,6,3,3,3,1,4,2,6,2,3,1,8,0,4,1,4,1,9,4,621.2
1,3,0,10,9,10,4,3,1,3,4,6,4,5,0,5,2,3,1,2,3,662
5,0,5,6,4,10,2,5,1,8,2,10,10,7,0,1,2,8,1,8,3,734.6
1,0,2,4,6,3,2,3,2,4,2,6,1,7,10,2,1,4,0,5,3,601.2
5,1,0,5,4,1,5,3,1,10,10,8,0,5,10,1,1,10,3,10,4,672.6
3,4,10,10,8,10,8,5,1,9,7,8,9,8,3,5,2,10,7,10,3,758.2
2,3,3,5,2,10,0,0,1,4,2,8,3,7,5,4,1,1,2,3,2,613.5
1,3,4,5,2,6,1,2,1,3,4,5,2,8,0,0,2,5,1,2,1,645.4
2,2,7,7,8,9,2,3,1,10,5,4,2,8,0,7,2,2,2,10,1,691.1
2,3,7,6,3,5,3,0,1,0,7,5,2,8,10,0,2,6,1,2,2,636.9
3,4,5,5,8,6,4,4,1,7,3,8,2,7,2,5,1,6,5,6,3,667.9
2,3,4,10,3,3,6,5,2,2,2,6,10,7,4,1,1,0,2,5,1,636.9
2,2,10,4,7,6,4,1,1,2,2,2,0,7,0,9,1,2,1,10,2,631
3,3,3,6,5,7,6,3,1,7,3,10,3,7,2,2,2,3,2,10,2,690.4
3,2,5,6,0,10,3,2,1,2,1,3,2,7,5,2,1,5,1,8,2,634.6
1,1,3,6,9,10,7,1,2,0,1,1,2,5,10,3,1,6,0,1,2,596.4
1,1,6,4,7,3,2,2,1,5,6,6,4,8,4,3,2,5,2,4,1,664.3
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,548
2,3,10,3,3,6,4,5,2,5,3,5,2,7,0,3,2,10,2,10,2,674.1
0,1,1,3,10,6,3,5,2,10,7,10,10,7,0,3,2,7,6,10,3,709.1
2,3,1,6,7,3,2,2,1,3,1,10,1,7,0,0,2,3,2,5,2,654.7
3,5,6,7,8,10,10,5,2,10,4,5,2,4,8,0,1,4,7,10,2,673.5
1,3,2,2,1,6,1,0,2,2,4,5,0,6,0,6,1,3,1,4,4,575.3
5,3,10,10,10,10,5,5,1,7,2,2,2,8,0,2,2,6,2,10,3,726.4
2,4,0,0,0,3,0,0,1,0,0,7,1,7,10,0,2,2,0,4,2,581
2,4,5,4,4,7,1,1,2,6,0,5,0,6,0,2,2,3,0,5,2,617.8
5,3,10,2,10,5,10,4,2,6,4,1,1,6,0,1,1,10,6,4,2,674.8
4,1,3,2,3,2,5,1,2,4,5,5,0,7,0,0,2,4,1,10,2,646.9
5,1,1,3,2,6,3,2,1,1,3,8,0,7,0,3,2,3,2,6,4,656
4,2,5,8,10,10,5,3,1,7,5,7,10,7,8,0,2,7,8,2,4,722.1
5,3,6,10,10,8,0,5,2,7,7,10,3,8,0,10,2,3,1,6,3,688.9
2,2,2,7,4,8,2,0,1,1,1,8,1,8,10,5,1,3,1,4,3,606.9
2,5,10,2,3,5,5,5,1,5,1,10,10,8,0,4,1,10,5,10,3,690.6
2,2,2,3,4,3,4,1,2,6,0,4,3,7,10,2,1,2,1,5,2,587.2
2,2,2,3,4,3,4,1,2,6,0,4,3,7,10,2,1,2,1,5,2,587.2
3,3,1,2,10,10,5,5,2,6,8,6,3,6,10,1,2,10,8,2,2,682.6
3,2,7,3,5,0,8,5,1,4,8,7,4,8,10,4,1,7,3,7,2,664.5
2,5,10,5,10,2,3,5,1,9,1,3,2,8,0,5,2,5,6,5,3,679
5,4,10,10,10,10,10,3,1,4,6,10,10,8,0,8,2,10,4,10,1,755.2
2,2,2,4,3,5,4,1,2,3,2,10,2,5,10,1,2,2,1,2,3,608.4
3,4,3,8,7,6,4,2,1,3,1,9,0,7,10,2,2,2,1,1,3,635.8
4,2,4,4,10,6,2,5,2,3,1,8,5,7,0,0,2,8,4,7,4,688.3
3,4,10,6,10,9,8,4,2,8,3,5,8,8,0,7,2,10,2,10,3,710
1,5,7,5,3,4,3,0,1,8,3,5,4,7,0,1,1,6,3,10,2,646.9
5,3,8,10,2,4,6,5,1,9,6,4,5,7,10,0,1,10,3,10,4,696
1,3,1,1,5,6,2,2,2,1,2,1,1,7,2,3,1,3,0,0,2,571.3
1,4,3,5,1,10,0,0,2,2,1,5,1,7,10,0,1,5,5,10,1,595.9
5,2,7,10,5,10,5,1,1,8,3,10,2,8,1,2,2,2,2,6,2,705.9
4,2,1,1,1,8,1,5,2,8,3,1,2,7,0,3,2,5,0,10,3,646.1
4,3,10,3,10,8,6,2,1,5,2,10,1,8,0,4,1,8,4,6,2,688.9
5,0,8,7,10,10,8,3,1,9,8,10,6,6,0,1,2,10,8,8,3,773.5
2,2,1,2,4,4,0,0,1,5,1,1,4,6,0,1,1,1,1,6,1,605.1
3,5,5,6,10,10,10,4,2,3,1,2,5,6,0,1,2,10,1,7,4,680.1
4,3,7,6,9,10,7,2,2,8,7,9,6,8,1,4,2,8,6,7,3,715.9
4,1,2,5,4,10,5,2,2,6,2,4,3,5,0,0,1,10,6,10,3,668.4
2,1,5,2,1,2,0,0,1,7,0,6,1,8,0,1,2,4,1,6,3,638.8
5,1,6,4,6,10,4,4,1,5,2,8,8,8,0,1,2,4,10,10,3,734.4
1,1,6,4,2,2,2,0,1,2,1,2,1,7,3,1,1,0,1,4,2,597
4,3,3,7,10,10,3,5,2,10,2,6,5,7,5,5,2,10,4,5,4,689.6
2,2,5,3,3,5,5,2,1,4,1,5,0,7,1,0,1,4,5,5,2,640.1
1,5,10,3,1,6,1,1,2,2,2,6,0,6,3,3,2,3,0,10,2,611.2
1,5,10,3,1,6,1,1,2,1,0,6,0,6,3,5,2,3,0,10,2,602.7
5,5,5,5,10,10,3,5,2,10,1,10,5,6,0,10,2,6,8,10,4,698.7
4,4,4,3,3,3,0,4,1,2,2,7,1,8,1,2,1,7,1,4,4,632.2
5,5,10,2,2,10,3,5,2,2,4,10,0,6,10,1,2,10,8,10,4,676.6
5,4,1,0,2,6,5,0,2,2,4,10,2,8,0,10,2,1,10,10,2,637.9
1,4,2,4,5,2,0,0,1,0,0,1,0,8,10,1,1,3,0,0,2,559.6
2,4,10,2,4,10,4,5,2,6,1,4,1,8,0,3,2,5,1,10,3,663.9
2,5,8,7,4,9,0,0,1,7,3,5,0,9,6,2,1,0,7,6,1,633.7
3,1,1,3,3,5,0,1,2,6,3,5,1,6,1,2,2,6,0,4,2,624.6
3,1,3,3,3,5,0,1,2,6,2,5,1,6,1,3,2,6,2,1,2,622.9
3,3,7,4,2,2,1,0,1,10,1,8,0,8,0,5,2,5,0,2,3,640.9
2,1,5,5,0,4,1,0,2,3,2,10,0,9,4,1,2,1,0,0,2,610.9
5,3,4,4,5,10,2,2,1,10,4,10,10,7,10,4,2,9,2,7,3,697.2
4,5,3,1,10,7,5,3,2,6,2,8,0,7,0,2,2,10,2,4,3,661.1
3,3,10,2,2,7,3,5,2,5,2,6,0,6,10,4,1,5,1,10,3,623.1
4,2,3,5,5,2,2,3,1,4,1,7,3,8,0,1,2,8,1,5,4,671.3
1,0,9,4,5,9,1,0,1,0,0,8,0,7,0,0,2,0,0,10,1,657.7
3,2,4,2,10,2,2,0,2,3,4,4,1,6,5,3,2,3,4,1,4,614.2
3,0,3,4,7,10,3,0,1,8,3,7,1,7,0,2,2,3,5,6,2,684.7
2,1,10,5,7,3,5,5,2,5,4,6,1,8,0,0,2,10,1,10,3,694.9
2,0,10,8,6,8,5,5,1,9,6,2,2,7,0,2,1,10,4,10,2,714.3
4,1,7,4,4,2,2,1,1,7,4,7,1,7,0,5,2,5,1,10,3,672.8
2,4,3,3,8,9,6,4,2,7,2,7,0,6,0,1,2,10,8,2,3,672.6
2,1,9,4,2,9,4,3,1,6,2,3,0,8,0,2,2,4,5,3,2,673.9
3,4,5,4,5,10,6,5,1,7,5,8,3,8,9,7,2,6,2,4,1,674.9
3,2,1,5,2,10,7,2,1,5,1,4,5,6,6,3,2,7,1,7,2,661.8
2,4,6,2,6,3,0,1,1,6,1,6,0,7,10,0,2,5,0,7,2,626.7
1,4,2,2,6,5,2,2,1,3,1,8,0,7,3,10,1,1,3,2,2,593.1
3,3,0,1,2,1,6,3,1,6,6,10,0,8,0,7,1,7,5,10,2,651.5
3,5,10,5,10,1,10,5,2,6,10,2,2,8,0,1,1,10,5,9,3,687.3
5,3,7,5,3,4,9,5,2,7,2,2,3,7,0,4,2,10,1,8,4,678.6
4,3,7,4,8,10,6,5,1,9,6,4,10,6,0,4,2,10,6,8,4,736.6
5,1,10,10,3,3,5,1,1,8,6,8,10,7,10,1,2,4,1,5,2,698.5
0,3,0,6,2,10,3,2,2,9,4,4,3,8,2,1,1,4,3,7,2,628.2
5,3,6,6,10,10,5,5,2,7,2,3,4,7,0,5,2,10,1,7,4,694.1
1,3,3,2,7,5,4,5,2,3,7,6,4,8,0,7,1,4,1,10,3,637.1
1,3,5,10,10,10,5,3,1,7,5,7,5,7,5,3,2,5,7,4,2,701.7
1,1,1,7,0,3,2,0,1,1,1,2,3,8,0,2,1,0,1,6,2,602.3
4,5,7,10,4,6,4,2,1,2,7,2,2,7,2,5,2,7,3,8,3,671.8
4,5,10,3,6,3,5,5,2,9,5,5,2,6,10,0,2,2,3,7,4,655.2
4,2,4,0,5,10,5,0,1,2,1,10,0,5,2,5,1,8,3,7,3,644.1
3,3,9,5,6,9,2,3,1,9,4,6,10,8,0,5,1,1,10,8,3,696.6
4,1,1,2,4,7,5,0,1,5,4,2,2,4,8,2,1,2,5,7,2,623.6
3,4,10,5,10,10,4,1,1,9,1,9,5,6,10,5,2,10,2,7,3,688.3
1,3,7,3,6,3,7,1,1,6,2,10,2,6,7,4,2,2,3,7,2,651.1
5,3,5,6,5,5,3,5,1,2,1,5,10,7,0,1,2,5,2,3,4,686
3,4,5,3,4,7,6,1,1,1,1,10,1,7,0,5,2,4,4,10,2,663.2
2,5,1,2,7,5,1,3,2,4,0,1,0,5,0,0,2,2,1,1,4,596.4
0,2,1,6,0,4,0,1,1,4,0,1,1,7,5,3,1,2,1,3,2,579.8
0,1,7,5,1,10,2,1,2,3,0,2,2,6,3,1,2,3,0,1,2,610.4
2,4,2,10,2,10,2,5,1,6,6,10,0,5,0,5,2,10,2,5,3,684.9
1,2,1,5,1,3,10,0,1,10,1,6,5,8,0,0,2,2,5,10,1,674.5
1,1,1,0,1,1,1,1,2,0,1,2,1,2,1,1,2,2,1,1,1,568.8
3,4,1,5,4,10,2,3,2,8,3,5,1,6,7,2,2,5,5,7,3,643.3
3,4,10,7,10,8,3,5,1,9,4,10,1,9,0,7,2,10,5,10,4,729.9
1,2,5,5,10,7,7,2,2,0,5,3,2,8,3,4,2,5,8,7,2,660.3
5,1,7,7,5,4,3,2,1,9,3,7,2,8,1,0,2,4,6,10,4,710.4
3,4,3,10,10,10,5,2,1,7,2,10,1,5,8,2,1,7,1,3,3,659.4
3,2,5,10,10,10,6,5,1,8,4,10,4,7,0,4,2,10,6,5,3,739.7
2,3,1,3,3,5,1,1,2,2,3,9,10,6,0,8,2,2,2,9,2,628.8
3,3,10,6,5,5,5,2,2,0,4,8,2,4,8,4,2,9,2,5,3,643.5
2,4,10,6,4,10,2,2,2,2,3,4,0,6,2,8,2,5,1,7,2,631.2
1,1,6,10,5,6,3,1,1,10,4,1,2,7,0,3,2,2,1,10,2,675
