FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,SLEEP_HOURS,PERSONAL_AWARDS,TIME_FOR_PASSION,AGE,WORK_LIFE_BALANCE_SCORE
3,5,2,1,3,7,8,2,3,620.8
5,3,4,10,6,6,9,5,4,713.2
3,1,5,4,2,7,0,3,3,648.6
5,10,8,10,5,7,10,2,4,732.9
5,3,6,7,10,7,6,7,3,706
1,1,10,10,10,7,1,1,4,716.6
3,4,8,9,5,6,8,7,4,703.6
3,2,4,3,2,7,2,4,4,665.2
1,10,1,10,10,7,6,1,2,672.8
2,8,10,2,2,7,5,4,2,669
4,10,10,10,2,9,10,4,2,718.1
4,10,4,5,10,9,8,3,2,714.4
3,6,5,8,10,7,5,9,4,724.7
2,0,5,7,10,6,6,0,3,574.9
2,10,10,3,3,8,5,3,3,731.4
2,10,10,8,5,7,3,2,4,691.1
2,0,2,3,7,9,3,1,2,596.7
1,10,5,2,10,8,1,3,1,683.6
2,3,5,6,3,8,0,1,4,616.5
1,10,5,3,8,6,3,1,2,632
5,7,7,5,4,8,10,2,2,717.2
5,10,10,10,10,9,10,10,3,787.3
2,10,3,3,10,7,6,3,2,669.4
2,2,2,2,9,8,4,3,3,680.4
2,2,10,10,4,6,3,1,3,671.1
2,7,7,10,6,8,8,7,3,666.4
2,5,3,3,10,7,5,2,2,661.3
3,5,8,10,10,7,5,9,2,690
1,2,4,2,5,8,7,4,2,631.6
4,10,10,4,3,8,6,3,2,645.6
5,10,4,2,2,7,3,4,2,663.7
3,6,5,2,10,9,2,3,2,660.7
2,1,2,4,2,9,3,6,3,611.2
1,6,10,4,5,6,10,4,2,677.9
5,2,1,10,10,8,5,1,3,717.8
1,4,4,1,3,6,2,2,2,622.9
2,6,4,7,7,9,5,3,3,688.1
1,4,6,1,2,8,4,0,2,604.8
3,10,4,10,10,7,4,6,3,675.4
5,10,6,7,7,8,8,8,2,742.7
5,10,5,8,5,7,10,2,2,717.6
5,10,8,6,8,8,7,7,3,731.2
3,10,10,2,10,10,5,2,2,639.6
3,10,8,10,10,8,7,8,2,749.1
5,10,8,10,10,8,1,4,3,715.3
3,2,10,5,4,8,10,2,2,666.4
4,5,8,6,5,9,10,2,2,711.3
3,10,10,8,6,8,10,5,3,743.3
2,5,7,5,5,7,10,4,2,712.1
5,4,5,5,10,8,4,8,2,694.9
3,4,7,8,6,8,5,4,2,724.6
3,6,4,5,10,6,8,3,1,689.2
4,3,8,10,10,8,10,5,2,744.6
1,2,1,10,10,7,10,3,2,670.7
2,6,6,0,10,8,3,0,3,653.5
1,0,2,0,3,8,1,0,2,597.2
4,4,7,7,10,7,5,5,3,700.2
4,9,8,10,3,7,5,3,2,654.8
5,10,10,10,8,7,8,1,4,741.4
3,2,3,3,10,8,10,3,2,678.7
3,6,5,5,6,6,10,6,2,688.4
1,5,10,10,3,7,5,7,4,720.4
2,10,5,8,10,7,7,5,3,674.3
2,4,6,7,4,7,7,2,2,640.3
1,2,7,10,10,7,6,10,4,699.2
2,10,7,10,10,7,7,4,3,674.1
3,0,2,0,2,6,3,1,4,604.8
2,4,6,10,10,8,10,1,4,658.8
5,10,7,2,3,7,10,1,3,696.8
2,3,8,7,5,7,2,3,2,661.6
3,2,2,1,4,7,1,1,2,596.1
4,7,10,2,10,8,4,3,3,701.5
3,5,10,5,10,8,5,3,3,710
3,10,10,4,5,7,5,1,3,678.5
5,10,5,8,10,8,10,7,3,742.3
1,10,8,10,6,5,10,5,3,693.9
2,2,1,3,8,6,8,1,4,624.6
3,7,10,7,6,9,2,0,2,697.2
5,1,5,4,10,8,2,2,3,665.1
3,10,2,10,4,9,3,6,2,699.6
3,3,6,4,3,8,10,3,2,647.5
1,10,6,2,5,5,3,1,4,670.9
5,10,8,10,6,6,4,4,2,724.2
2,2,5,10,10,9,7,4,3,672.4
4,5,3,10,3,8,4,8,3,696.6
1,10,5,3,8,7,10,1,3,703.2
2,10,2,2,2,7,4,3,1,655.4
3,10,5,10,2,7,10,0,3,614.2
3,1,10,5,7,7,3,1,3,653.9
4,9,10,5,10,5,10,3,2,690
3,10,10,5,10,9,3,3,1,694.9
3,2,10,8,10,8,10,6,1,717.8
5,10,6,8,10,7,10,1,3,694.7
3,5,10,10,10,10,6,2,1,726.7
2,4,2,2,3,7,5,1,3,628.8
3,4,6,6,6,6,10,6,4,707.9
3,6,10,5,10,9,10,3,1,719.7
3,5,5,7,6,7,3,0,4,670.9
2,4,7,2,3,7,4,2,3,623.1
4,10,5,4,10,7,5,9,3,696
5,3,3,10,5,8,10,2,4,665.2
2,7,10,10,10,7,10,6,4,689
5,6,5,10,10,6,4,3,3,667.1
5,6,5,5,7,8,5,6,3,714.4
2,0,5,2,2,6,10,2,2,652
5,4,3,0,10,6,6,0,4,617.2
5,10,6,10,9,6,10,1,4,728.3
3,2,5,6,5,7,0,4,3,653.7
3,10,4,7,3,8,3,2,3,655.6
4,5,10,6,5,8,4,8,2,709.6
1,0,0,0,10,8,5,0,2,588.5
1,0,0,3,5,5,2,0,3,559.2
5,1,6,4,10,7,4,2,2,645.2
3,10,3,9,10,8,10,6,4,691.5
4,8,7,9,7,8,10,7,3,748.4
2,7,7,4,7,6,2,2,2,607.6
2,2,5,0,3,8,2,1,2,564.7
5,10,6,10,10,7,10,4,3,739.3
3,10,9,10,10,9,1,10,3,706.2
2,3,3,7,10,7,6,8,3,680
2,1,10,10,6,6,10,1,3,673.9
2,7,5,3,3,8,7,2,3,673
4,10,5,5,7,7,3,5,3,685.6
5,7,5,5,4,8,3,2,4,699.1
1,3,5,3,7,7,3,0,2,663.2
3,10,2,5,10,7,6,1,3,646.5
3,5,8,10,5,6,10,4,4,701.3
4,7,10,10,8,8,5,4,1,709.1
4,3,6,10,10,7,5,1,4,714.7
3,8,4,5,9,5,10,2,4,705.1
4,3,3,2,5,7,3,2,3,620.1
3,5,10,10,10,7,8,10,2,749.7
4,4,8,6,7,6,6,5,3,693.6
4,5,10,10,10,8,5,8,3,717.2
2,3,10,4,10,8,7,6,4,720.4
3,10,10,6,7,7,2,1,2,676.4
5,10,5,6,4,8,10,1,2,712.7
3,2,6,1,10,6,10,2,4,680.7
4,1,1,2,1,8,6,3,3,616.3
0,1,9,0,4,10,0,10,1,616.1
3,10,10,10,10,7,10,8,3,736.1
4,7,6,5,6,8,10,0,4,681.3
0,2,4,2,3,8,3,1,1,574.4
4,7,10,5,10,7,9,8,4,713.4
3,3,7,5,10,7,9,8,4,698.1
2,10,10,6,10,8,10,8,4,734.8
3,5,4,3,4,7,3,3,4,629.5
2,4,0,5,8,5,3,1,3,588.3
3,5,4,3,6,7,10,0,3,644.4
2,10,3,4,5,7,6,8,2,667.1
5,10,4,10,10,8,10,3,2,724.7
5,10,4,10,5,8,6,3,2,704.3
4,8,8,10,8,7,10,5,4,748.2
5,10,10,10,10,10,10,10,4,786.2
5,10,10,10,10,10,10,10,4,752.2
0,10,5,4,4,7,4,0,1,607
4,0,10,8,10,7,3,2,4,639.9
5,4,2,7,6,6,3,0,2,633.3
5,10,8,10,3,8,10,0,4,692.3
5,7,3,10,7,7,6,5,2,701.9
4,5,6,8,2,7,10,2,3,685.3
4,5,7,5,3,7,3,4,2,675.1
2,8,4,4,3,9,10,1,2,677.3
3,10,7,5,5,8,10,5,2,726.3
5,10,6,10,10,8,10,6,4,753.5
5,7,6,10,10,7,10,2,3,695.6
5,6,10,5,10,5,2,2,2,693.4
4,8,7,7,3,9,10,0,4,699.4
3,10,6,7,4,9,7,1,4,739.9
4,2,3,1,1,7,7,4,2,635.9
1,3,4,1,1,5,5,1,2,589.6
0,3,5,1,4,8,3,2,4,645.2
5,8,5,10,8,6,10,4,4,684.1
3,5,10,4,2,8,10,10,4,716.1
0,4,8,10,10,8,10,7,4,737.8
1,3,5,2,4,8,4,2,4,653.5
1,5,5,5,3,6,10,4,2,660.1
5,5,1,5,5,7,8,2,2,661.6
2,8,3,5,10,7,4,3,3,703.4
4,8,5,3,5,6,3,1,3,625.7
3,7,6,6,4,8,5,5,2,703.2
2,3,6,3,3,8,3,4,4,669.4
2,5,7,1,4,7,3,0,3,690.2
1,7,5,6,2,10,2,0,3,610.7
2,6,5,1,7,7,2,2,2,665.4
5,9,1,1,2,8,2,0,3,648.1
5,2,10,10,7,9,10,10,4,773.7
1,3,0,1,0,7,3,2,4,625.2
3,8,5,10,10,6,8,2,4,731
4,7,6,2,6,6,2,3,4,652.2
3,3,4,10,10,5,10,10,3,699.6
2,1,3,3,3,7,3,1,3,592.3
5,3,9,4,9,7,1,1,3,625.4
5,1,10,10,10,8,3,5,4,724.6
5,0,3,7,3,8,6,3,4,676.6
1,10,5,7,8,8,3,3,2,660
3,7,2,4,10,8,5,1,3,631.1
5,10,6,6,2,8,4,5,3,659
5,6,4,3,5,8,8,3,2,703.2
2,10,10,10,10,6,10,10,3,771.8
3,6,5,3,3,7,10,0,3,687.9
3,9,5,6,6,8,6,6,4,716.8
3,4,8,10,10,6,10,5,3,710.4
2,7,3,1,4,7,3,1,2,630.1
4,4,8,3,9,8,3,9,2,686.8
5,4,3,10,6,7,10,4,4,716.8
4,7,5,10,5,8,7,6,3,730
2,4,10,7,7,6,6,4,4,682.4
2,5,10,10,8,7,4,4,3,738
4,10,6,3,5,7,8,1,3,685.3
2,10,7,10,10,7,7,4,3,674.1
5,5,10,8,10,8,6,3,3,751.2
5,5,4,7,5,7,10,3,4,713.2
3,5,4,10,10,7,4,1,4,696.4
2,4,7,10,10,8,10,2,4,701.9
2,3,6,3,5,7,7,0,3,601.9
3,6,7,7,5,7,7,4,1,686.6
5,10,10,10,8,7,8,1,2,700
2,5,4,3,10,6,3,1,3,596.3
3,5,10,10,10,8,9,10,3,715.1
5,10,2,4,2,7,8,1,4,662.6
5,10,8,7,3,7,8,4,4,754.6
1,4,3,0,8,8,4,0,2,635.4
3,2,1,2,2,8,1,0,3,582.1
2,1,7,8,5,10,7,1,4,622.9
2,10,5,7,4,8,4,1,2,652.4
5,8,7,10,6,8,7,10,3,772.2
3,0,2,4,8,7,3,3,3,637.6
5,9,7,9,9,8,8,10,4,745.7
3,5,5,3,3,6,3,2,2,654.1
3,7,5,10,10,7,10,5,2,715.9
3,5,8,10,4,8,7,3,4,700
2,6,5,10,2,8,6,7,2,693.6
0,0,2,6,2,10,2,3,2,692.7
2,2,8,8,10,6,8,4,3,710.6
2,2,10,10,10,7,5,8,4,652.9
5,10,10,10,3,7,10,2,3,743.1
4,3,10,7,10,6,10,6,4,665.2
4,7,6,8,10,7,7,3,2,693.8
5,10,6,3,4,5,4,3,4,707
2,10,5,10,4,9,10,1,4,698.3
5,2,2,0,8,7,3,6,2,628.2
5,10,10,4,10,7,9,4,4,749.7
3,5,5,1,8,5,10,1,1,671.6
5,5,3,10,6,4,10,8,4,664.3
2,5,2,7,10,8,10,1,1,695.7
3,8,5,6,10,7,6,2,1,703.4
3,10,1,10,2,10,3,1,4,664.7
5,2,5,6,1,9,8,2,4,639.7
4,2,2,5,2,9,8,2,4,632.9
4,6,2,4,3,7,1,6,1,634.4
3,4,5,5,6,6,5,9,4,683
3,5,8,2,8,8,8,2,3,672.4
2,10,3,2,10,6,4,1,3,653.9
5,10,1,5,7,7,4,2,1,700.6
1,10,5,10,10,6,4,2,2,706.2
3,0,4,2,2,4,7,0,3,618.3
5,1,5,9,8,6,7,2,3,686.7
2,10,7,10,10,7,7,4,3,674.1
5,10,10,10,10,8,10,10,3,794.3
2,3,4,10,10,6,0,0,2,620.1
2,2,7,4,2,6,5,5,3,642.5
1,3,3,10,1,8,5,0,4,665
1,2,10,1,4,6,8,4,2,656
2,1,2,2,1,6,2,0,4,566
1,4,4,7,10,7,10,7,3,697.1
3,7,10,10,10,8,8,1,4,721
3,1,3,3,7,5,1,1,3,632
2,5,7,6,6,7,5,4,2,647.5
1,2,3,5,2,6,7,1,3,606.8
2,1,2,0,2,7,2,2,2,594.2
4,4,9,4,3,8,6,5,1,669
4,10,10,10,9,8,10,6,4,768.4
5,4,4,10,3,7,8,2,4,634.8
3,3,6,9,10,6,8,5,2,698.7
3,1,10,7,4,6,5,4,4,685.8
5,6,10,9,4,10,7,5,1,750.1
2,2,10,5,10,5,4,1,1,657.7
4,10,10,10,10,8,8,10,3,792.4
3,7,5,6,7,8,3,2,1,653.9
1,0,7,10,10,7,4,3,4,635.9
4,6,10,5,5,6,6,10,4,706.4
5,2,6,4,6,7,6,0,3,650.3
5,1,10,7,4,7,1,2,4,655.8
2,10,5,2,5,6,8,0,2,636.1
5,8,10,7,7,7,8,4,2,697.5
3,5,10,8,5,5,8,2,4,658.4
5,10,5,10,10,7,10,4,4,693.8
1,10,4,1,10,8,2,3,1,645.4
5,3,8,6,6,8,10,2,4,722.5
2,4,2,10,5,6,6,8,4,666.5
5,5,3,0,10,8,4,0,3,626.3
2,7,3,10,8,7,6,4,4,678.6
0,0,3,0,2,7,1,0,2,530.5
5,3,6,5,7,8,4,1,3,716.1
3,10,7,2,2,7,10,1,3,660.7
1,1,10,6,10,9,1,0,3,652.4
3,1,6,5,10,7,4,2,2,662.2
5,5,6,4,7,7,4,2,2,644.8
5,4,3,10,8,8,5,4,3,689.2
3,7,3,4,3,7,6,2,2,670
1,10,5,2,4,7,4,3,3,660.9
5,3,2,0,1,7,2,1,3,647.3
5,10,6,8,10,6,10,5,2,680
5,6,10,8,10,8,10,10,4,726.1
3,4,10,10,5,7,5,0,3,720.8
4,1,5,6,2,6,10,0,3,651.2
3,5,5,8,9,7,5,8,2,699.8
1,2,3,1,10,8,6,1,2,665.1
4,10,5,10,5,7,6,0,3,664.9
2,0,3,0,2,7,4,0,2,564.5
2,0,2,1,5,6,10,4,2,626.3
2,4,10,5,4,5,4,6,2,654.8
5,2,10,7,10,4,10,0,3,672.8
4,10,7,3,7,7,5,3,2,689.6
4,10,8,7,8,6,2,2,1,666.3
5,10,4,2,10,7,3,1,3,625
0,2,5,1,6,9,2,0,4,630.1
3,5,9,8,10,6,5,7,4,701.1
2,5,6,7,6,8,3,2,1,679.4
5,5,5,2,3,10,3,1,4,639
1,2,6,9,10,8,8,6,4,696.4
2,5,10,4,1,6,5,2,2,640.1
4,10,2,3,6,7,6,0,4,677.1
3,4,10,10,10,7,10,2,2,707.9
4,10,10,6,4,8,10,4,2,676
3,10,6,6,9,9,4,6,2,694.7
5,3,7,5,10,7,10,2,4,714.2
4,8,3,8,10,7,8,4,2,732.7
5,7,10,10,10,5,5,4,3,690.7
4,5,5,5,2,8,8,1,2,640.3
2,8,5,3,6,6,6,0,3,598.3
4,0,1,4,4,9,5,3,2,610.3
3,8,7,10,3,8,4,4,2,696.6
1,6,6,6,3,6,3,4,3,663.9
2,10,1,3,3,5,5,1,3,606.3
3,3,6,2,6,8,5,2,3,667.7
3,10,5,4,5,8,5,3,3,660.5
3,0,2,5,10,6,10,0,3,630.7
2,3,8,10,10,4,10,1,4,626.1
1,10,3,4,8,7,5,3,3,637.3
5,8,10,10,10,7,9,10,1,777.1
5,10,3,6,7,5,10,4,1,700.1
5,6,6,5,3,6,6,3,3,702.1
3,10,2,10,10,7,3,5,2,706
3,10,5,2,8,6,5,2,2,702.1
2,8,5,10,4,7,3,6,2,659.2
2,1,3,5,1,5,6,3,3,587.6
2,1,3,5,1,5,6,3,3,587.6
5,1,3,2,4,7,3,4,3,628
5,5,10,10,10,7,10,3,4,721.7
2,7,4,10,4,7,5,2,3,687
2,0,4,5,1,7,1,2,4,602.5
5,3,9,10,10,6,2,3,4,690.9
4,2,5,4,7,8,4,3,1,686.4
2,7,6,5,8,7,5,3,3,680.7
2,8,3,3,4,6,6,4,2,669.6
5,2,3,10,8,4,10,1,3,664.3
5,2,3,10,10,5,10,2,3,671.3
3,3,2,2,7,7,3,2,3,615.7
5,5,7,6,4,7,10,4,4,714.9
5,10,7,7,10,6,1,1,3,662
5,6,7,6,6,7,10,3,3,690.9
2,2,4,0,0,9,3,0,2,567.4
5,10,1,3,1,8,2,2,2,646.4
5,1,10,3,5,8,10,1,4,676.6
1,0,7,1,10,8,2,1,4,607.2
3,10,5,10,10,7,10,10,4,773.7
1,10,7,4,10,7,5,1,2,672.8
5,7,7,10,10,8,10,3,2,716.8
5,3,4,2,2,5,4,3,4,627.4
3,4,6,2,10,8,10,1,2,678.1
0,6,2,8,7,6,5,2,3,628.2
1,3,1,2,6,8,2,1,2,624.6
5,10,10,10,10,8,10,10,3,801.1
2,4,4,5,4,8,5,2,1,646.9
1,3,5,3,8,7,4,5,2,664.1
3,10,3,4,10,5,4,2,3,632.2
5,3,3,5,3,7,4,3,3,631.2
2,10,10,4,10,7,7,0,2,674.7
0,0,0,0,0,1,0,0,3,497
1,3,8,7,10,5,10,1,3,640.3
4,10,10,10,10,6,10,10,1,732.7
3,10,10,10,10,8,10,1,2,695.8
3,2,5,5,10,7,5,0,2,675
3,0,10,5,6,6,2,5,3,678.4
2,1,0,0,1,6,3,1,4,598.3
2,2,0,0,1,6,4,0,4,590
1,8,2,10,10,8,8,9,2,728.7
3,6,3,3,4,7,4,1,2,629.5
1,4,10,10,10,7,10,2,3,710.4
4,2,3,3,2,5,1,2,3,652.6
4,2,7,10,8,6,5,1,3,692.2
2,6,4,0,4,10,1,0,1,667.9
2,10,5,4,10,7,3,4,4,666.2
1,3,5,5,4,8,3,2,2,647.1
5,3,7,3,3,7,1,2,1,641.8
2,8,6,5,5,8,5,7,4,641.4
2,5,10,10,10,6,3,1,3,693.7
2,10,8,10,5,7,10,1,4,691.1
1,1,6,5,1,5,2,10,2,655
1,3,5,5,1,5,7,6,4,646.1
2,2,5,7,2,6,5,3,4,681.7
3,3,10,8,8,6,3,0,3,587.4
3,10,10,5,5,8,6,7,2,729.3
1,0,3,0,2,8,1,0,2,620.9
3,5,2,2,2,7,8,3,2,608.9
5,10,10,10,4,9,10,3,4,671.1
4,5,9,8,10,9,8,8,2,691.9
3,0,6,10,4,8,10,3,2,673.9
3,10,8,5,10,8,8,4,2,697.9
1,3,0,0,10,6,5,0,2,571.3
2,5,3,3,8,6,2,2,2,664.3
4,5,2,8,3,7,3,4,4,688.8
1,9,8,10,10,8,6,8,2,680.5
1,8,6,0,6,6,3,0,2,617.2
2,10,4,5,7,6,1,1,4,649.7
2,10,5,3,8,6,1,1,4,642.9
4,4,10,10,10,7,10,6,3,706.2
5,7,5,3,9,7,10,8,2,705.1
3,8,6,10,8,6,8,6,1,730.6
2,8,4,2,10,7,8,3,3,677.5
4,2,1,10,10,7,2,2,3,639.7
0,0,0,0,0,1,0,0,2,514
3,3,6,10,9,9,4,3,4,684.9
3,7,10,10,10,7,6,8,3,717
2,10,5,6,10,6,9,8,4,697.1
1,8,5,10,2,8,10,2,3,667.1
4,2,6,10,4,7,10,2,4,701.3
2,10,5,3,6,8,10,10,2,724.6
2,2,3,2,2,7,2,1,4,619.7
3,9,10,10,10,9,3,8,2,754.6
3,9,10,10,10,9,3,8,2,754.6
2,2,8,4,3,7,5,6,2,634.6
5,10,8,10,10,6,10,3,4,754.8
2,10,4,3,6,7,7,1,4,681.5
3,1,3,2,3,6,5,0,4,611.6
3,1,6,3,5,8,3,3,2,604
2,5,10,4,5,7,5,1,4,648
2,9,4,5,8,9,0,5,4,712.1
5,10,7,3,5,7,10,9,4,707.9
5,5,3,10,1,8,6,1,3,690.4
4,10,5,10,10,8,7,3,2,739.9
1,1,3,3,3,6,5,0,4,563
4,10,8,7,4,7,6,8,2,735.5
2,6,5,8,10,6,8,7,3,712.3
5,4,4,8,10,7,6,2,2,678.5
1,0,2,2,9,4,5,0,3,614.2
1,7,7,4,4,8,3,1,2,643.9
1,7,7,4,4,8,3,1,2,643.9
3,10,5,2,4,8,2,3,2,668.6
5,10,5,8,9,8,10,2,1,755.2
1,2,3,10,3,7,1,5,2,661.5
5,10,5,10,3,7,10,3,4,718.1
5,4,7,3,1,8,3,1,4,634.4
4,8,10,10,10,8,6,3,1,714.9
5,10,4,10,10,8,10,8,3,738.7
5,8,10,5,8,8,5,1,3,700.8
4,8,5,3,10,9,5,2,2,658.3
2,4,8,2,3,7,4,0,2,647.1
3,10,10,3,10,8,7,8,2,709.8
5,4,4,10,10,7,6,3,4,689.2
5,10,6,4,4,7,10,2,4,698.9
2,2,4,2,10,5,8,2,1,610
5,7,5,10,6,6,2,2,4,677.7
3,7,3,6,4,9,10,6,1,718
5,4,10,6,2,9,4,4,2,686.4
4,10,7,10,10,6,10,10,4,725.9
5,10,5,3,3,7,4,10,2,715.9
3,1,4,1,2,6,2,1,3,594
3,4,4,8,5,6,3,2,2,676.9
5,7,10,3,5,6,7,1,4,684.3
2,5,6,10,2,9,7,2,2,638
4,1,8,8,8,8,3,1,3,640.3
3,4,5,8,3,9,8,7,2,672.1
4,0,10,10,4,5,10,10,4,691.8
5,10,5,10,5,8,6,10,3,763.8
3,2,3,6,2,7,10,4,3,661.5
1,4,4,4,1,8,1,0,4,624.4
1,4,4,4,1,8,1,0,4,624.4
2,8,4,7,5,8,5,2,2,634.4
2,10,3,0,10,7,2,10,3,668.3
5,10,2,10,8,8,10,2,3,747.8
3,1,3,5,3,7,5,1,2,622.7
2,0,5,3,4,8,6,8,2,636.7
3,8,1,8,10,7,4,0,3,678.5
5,7,7,5,10,7,3,6,3,666.9
3,6,5,2,2,7,3,4,1,617.4
2,5,5,1,10,8,6,7,2,619.9
3,8,10,8,10,5,10,4,3,699.4
1,2,2,1,3,7,2,1,2,604.4
2,10,8,10,4,8,10,6,2,689.8
1,10,2,1,4,8,7,2,2,661.1
0,2,4,2,4,7,8,4,2,627.1
3,6,4,9,4,7,7,8,4,682.8
4,3,10,5,3,8,5,1,3,636.5
4,8,5,2,7,8,4,1,4,684.7
3,6,4,4,7,8,4,1,4,671.9
4,10,5,10,7,7,10,7,2,723.6
1,10,5,10,10,9,10,5,4,749.1
3,1,4,1,3,7,0,0,2,611.2
5,10,2,10,10,7,10,5,3,686.4
5,10,1,0,0,7,1,0,3,600.2
4,4,3,7,3,8,8,3,2,676
5,4,3,2,1,9,1,4,4,633.1
4,10,7,5,5,7,5,4,4,698.5
4,10,7,5,5,7,5,4,4,698.5
5,10,10,10,5,7,10,2,2,718.9
3,10,10,3,5,7,10,2,4,702.3
4,10,10,10,3,7,5,3,2,683.5
1,9,7,10,10,7,10,7,2,697.5
2,5,7,5,10,7,6,1,4,670.3
5,10,8,8,10,7,2,3,3,710.2
4,3,7,2,10,9,10,1,4,689.6
0,0,2,1,1,8,2,0,2,564.7
5,10,8,3,10,7,6,8,2,698.3
5,10,6,10,10,7,9,8,2,736.2
2,0,3,0,5,8,3,5,2,624.3
2,3,4,5,10,5,7,2,3,650.3
3,2,5,5,10,8,5,5,3,634.5
4,3,10,10,10,7,2,6,2,689.4
1,7,4,5,10,7,4,2,2,625.2
3,5,6,6,10,7,6,1,3,695.5
3,8,8,10,10,9,7,6,2,728
5,7,8,10,10,8,8,6,2,756.9
4,10,4,10,2,8,2,6,2,660.3
2,3,7,7,10,7,2,1,3,676.8
5,10,10,5,10,9,2,2,2,640.7
5,8,10,7,10,6,10,7,4,674.9
5,10,5,8,10,8,10,0,4,720.4
4,3,10,10,10,6,8,3,4,715.1
3,2,7,10,6,8,3,2,2,692.6
2,4,5,10,10,9,2,1,2,660.2
5,10,5,4,6,7,10,2,3,711.9
4,5,10,5,10,8,5,2,3,673.4
4,8,5,10,10,5,4,4,3,682.6
0,4,3,8,6,7,4,1,2,639.4
4,5,5,5,7,7,5,5,2,695.1
4,1,2,1,5,7,6,2,4,640.5
5,6,6,10,10,6,10,0,4,731
4,4,5,10,2,7,10,2,2,664.3
5,10,4,7,10,8,10,1,4,674.3
2,5,8,4,10,6,5,4,3,675.6
3,5,10,10,10,6,10,2,2,720.4
2,10,5,2,10,7,3,2,4,641.4
4,5,6,6,10,7,10,2,2,673.4
5,6,7,6,10,7,2,4,4,730.2
3,10,10,8,10,5,10,1,4,679.6
5,7,6,10,10,8,10,2,4,736.5
5,2,6,3,6,8,2,1,4,680.9
4,10,8,10,10,7,10,7,4,785.6
5,3,7,3,10,8,4,10,3,692.1
5,4,6,10,10,6,10,0,3,659.6
4,10,10,10,10,6,10,1,3,716.4
5,10,10,10,10,8,6,5,4,717.4
3,5,5,10,10,7,3,10,2,658.6
2,6,10,10,10,9,10,8,3,737.4
2,10,8,7,6,9,10,5,2,699.8
4,10,10,10,10,6,10,10,4,763.3
3,3,6,5,10,6,3,5,3,646
3,4,6,4,10,6,4,1,4,651.1
2,4,10,7,10,5,3,10,3,703.6
3,4,7,10,8,6,2,2,3,683.4
2,5,10,3,10,6,3,4,3,663.7
5,10,10,5,10,6,2,2,4,692.8
4,3,10,10,10,6,3,0,3,651.8
5,10,4,10,10,7,6,2,3,746.5
5,10,10,10,10,5,10,4,3,729.1
4,2,10,10,10,8,6,1,3,685.5
5,10,7,9,10,7,4,2,2,706.6
4,5,5,5,8,6,3,10,2,714.7
4,5,10,3,10,7,3,0,3,666.6
3,1,5,3,10,8,3,10,2,623.7
5,6,10,9,7,7,10,2,2,743.1
1,10,6,3,10,6,2,1,3,653.9
3,2,5,6,10,7,8,4,3,649.6
4,3,2,6,10,6,10,1,3,645.4
3,6,4,6,10,7,6,3,3,661.1
3,4,6,10,10,6,10,4,3,708.9
3,2,6,10,6,7,10,9,3,692.1
5,8,10,10,10,7,10,3,3,739.7
4,10,7,2,9,8,6,5,2,698.9
5,8,10,10,10,8,5,10,4,741
3,8,5,10,10,8,5,7,2,714.4
3,5,6,10,10,8,7,6,4,668.4
4,2,3,5,10,7,10,3,3,710.8
2,10,8,10,10,8,10,5,2,715.9
3,6,10,10,10,8,10,6,2,698.1
5,10,8,4,10,8,1,8,2,706.2
4,8,8,8,8,8,4,7,3,728.9
2,5,5,10,10,7,6,1,3,670
4,4,10,10,10,6,10,10,3,713.4
4,4,10,10,10,7,10,4,2,730.2
3,10,10,10,10,7,8,10,3,724
2,0,8,10,10,5,5,9,4,674.8
4,5,8,10,10,6,6,3,3,645.4
5,7,6,3,10,7,3,3,2,636.9
2,5,4,2,10,6,3,0,3,603.8
3,7,10,3,10,6,1,5,3,649.3
5,10,10,10,10,6,6,9,3,729.3
5,7,9,5,10,6,2,4,4,656.9
2,5,10,8,10,7,10,2,3,701.7
4,10,10,5,10,8,6,2,3,700.8
1,4,1,6,10,5,3,2,2,594.6
5,6,7,5,10,7,5,1,3,653.5
4,10,6,10,10,6,3,10,3,692.4
3,5,7,10,10,8,10,6,2,700.2
5,2,6,8,10,7,6,7,4,680.2
5,4,7,10,10,7,4,4,3,710.8
5,8,10,10,10,7,10,7,2,738
5,10,10,10,10,5,10,4,3,722.3
2,10,10,10,10,8,10,5,2,709.6
5,10,7,10,10,7,4,2,2,687.9
4,10,4,4,10,7,3,5,2,681.1
5,2,4,5,7,6,1,1,4,663
4,10,10,5,10,8,4,1,3,691.5
3,9,10,8,9,6,6,7,3,724.2
5,7,6,4,10,7,4,4,2,645.4
5,10,6,10,10,7,4,1,4,736.3
4,10,10,10,10,7,8,6,2,714.9
4,10,5,10,10,8,10,7,3,705.5
4,7,6,3,10,8,10,6,2,699.1
5,10,10,10,10,7,10,6,2,732.9
3,8,5,10,10,5,5,1,3,654.8
5,7,10,10,10,7,7,7,3,753.1
4,7,8,2,10,8,4,5,3,690.6
3,4,10,2,5,5,6,5,2,652.7
2,1,5,6,8,7,8,4,3,646.2
5,7,10,3,10,8,2,6,3,712.5
3,5,10,4,10,7,3,1,3,670.9
5,6,10,10,10,7,5,10,3,764.2
4,4,10,10,10,7,10,10,3,739.1
5,10,10,10,10,7,5,1,4,746.5
1,2,4,10,10,7,3,3,4,662.4
4,5,10,10,10,7,10,1,2,683
3,10,6,10,10,7,10,1,2,709.1
